"89307";"276";""
"89308";"279";""
"89309";"481";""
"89310";"488";""
"89311";"843";""
"89312";"844";""
"89313";"1014";""
"89314";"1102";""
"89315";"1562";""
"89316";"1618";"x"
"89317";"1841";""
"89318";"1967";""
"89319";"2013";""
"89320";"2448";""
"89321";"2705";""
"89322";"2788";""
"89323";"2838";""
"89324";"2934";""
"89325";"3004";""
"89326";"3023";""
"89327";"3292";""
"89328";"3470";""
"89329";"3538";""
"89330";"3653";""
"89331";"3990";""
"89332";"4113";""
"89333";"4341";""
"89334";"4366";""
"89335";"4408";""
"89336";"4581";""
"89337";"5006";""
"89338";"5019";""
"89339";"5024";""
"89340";"5215";""
"89341";"5278";""
"89342";"5320";""
"89343";"5440";""
"89344";"6126";""
"89345";"6135";""
"89346";"6359";""
"89347";"6626";""
"89348";"6918";""
"89349";"7073";""
"89350";"7457";""
"89351";"7509";""
"89352";"7515";""
"89353";"7709";""
"89354";"7759";""
"89355";"7762";""
"89356";"7771";""
"89357";"7941";""
"89358";"7958";""
"89359";"8025";""
"89360";"8306";""
"89361";"8460";""
"89362";"8574";""
"89363";"9125";""
"89364";"9496";""
"89365";"9984";""
"89366";"10360";""
"89367";"10444";""
"89368";"10469";""
"89369";"10637";""
"89370";"10664";""
"89371";"10893";""
"89372";"10936";""
"89373";"10989";""
"89374";"11198";""
"89375";"11374";""
"89376";"11515";""
"89377";"11610";""
"89378";"11632";""
"89379";"11731";""
"89380";"11847";""
"89381";"12002";""
"89382";"12111";""
"89383";"12179";""
"89384";"12199";""
"89385";"12268";""
"89386";"12331";""
"89387";"12400";""
"89388";"12403";""
"89389";"12437";""
"89390";"12673";""
"89391";"12704";""
"89392";"12765";""
"89393";"12985";""
"89394";"13089";""
"89395";"13194";""
"89396";"13212";""
"89397";"13226";""
"89398";"13227";""
"89399";"13347";""
"89400";"13834";""
"89401";"13903";""
"89402";"13933";""
"89403";"13964";""
"89404";"14005";""
"89405";"14259";""
"89406";"14381";""
"89407";"14780";""
"89408";"14887";""
"89409";"15013";""
"89410";"15234";""
"89411";"15277";""
"89412";"15490";""
"89413";"15518";""
"89414";"15663";""
"89415";"15739";""
"89416";"16084";""
"89417";"16271";""
"89418";"16297";""
"89419";"16432";""
"89420";"16468";""
"89421";"16545";""
"89422";"16565";""
"89423";"16712";""
"89424";"16739";""
"89425";"16920";""
"89426";"17148";""
"89427";"17552";""
"89428";"17626";""
"89429";"17844";""
"89430";"17917";""
"89431";"17924";""
"89432";"17991";""
"89433";"18078";""
"89434";"18535";""
"89435";"18763";""
"89436";"18810";""
"89437";"19142";""
"89438";"19243";""
"89439";"19302";""
"89440";"19325";""
"89441";"19619";""
"89442";"19659";""
"89443";"19668";""
"89444";"19675";""
"89445";"19751";""
"89446";"19802";""
"89447";"19822";""
"89448";"20011";""
"89449";"20052";""
"89450";"20087";""
"89451";"20207";""
"89452";"20215";""
"89453";"20451";""
"89454";"20510";""
"89455";"20730";""
"89456";"20819";""
"89457";"20943";""
"89458";"21141";""
"89459";"21143";""
"89460";"21160";""
"89461";"21525";""
"89462";"21661";""
"89463";"21925";""
"89464";"22121";""
"89465";"22127";""
"89466";"22137";""
"89467";"22155";""
"89468";"22174";""
"89469";"22203";""
"89470";"22261";""
"89471";"22365";""
"89472";"22377";""
"89473";"22477";""
"89474";"22537";""
"89475";"22672";""
"89476";"22722";""
"89477";"23028";""
"89478";"23306";""
"89479";"23462";""
"89480";"23649";""
"89481";"23726";""
"89482";"23791";""
"89483";"23807";""
"89484";"23865";""
"89485";"23978";""
"89486";"23989";""
"89487";"24142";""
"89488";"24225";""
"89489";"24322";"x"
"89490";"24324";""
"89491";"24406";""
"89492";"24434";""
"89493";"24539";""
"89494";"24768";""
"89495";"24954";""
"89496";"25048";""
"89497";"25106";""
"89498";"25137";""
"89499";"25147";""
"89500";"25175";""
"89501";"25209";""
"89502";"25554";""
"89503";"25743";""
"89504";"25913";""
"89505";"25940";""
"89506";"26115";""
"89507";"26251";""
"89508";"26260";""
"89509";"26436";""
"89510";"26475";""
"89511";"26596";""
"89512";"26864";""
"89513";"26884";""
"89514";"26896";""
"89515";"27161";""
"89516";"27222";""
"89517";"27354";""
"89518";"27428";""
"89519";"27447";""
"89520";"27639";""
"89521";"27810";""
"89522";"27816";""
"89523";"27899";""
"89524";"27965";""
"89525";"27990";""
"89526";"28012";""
"89527";"28094";""
"89528";"28099";""
"89529";"28221";""
"89530";"28377";""
"89531";"28404";""
"89532";"28485";""
"89533";"28588";""
"89534";"28649";""
"89535";"28742";""
"89536";"28762";""
"89537";"28790";""
"89538";"28920";""
"89539";"29003";""
"89540";"29065";""
"89541";"29105";""
"89542";"29156";""
"89543";"29179";""
"89544";"29323";""
"89545";"29372";""
"89546";"29397";""
"89547";"29473";""
"89548";"29602";""
"89549";"29858";""
"89550";"30023";""
"89551";"30061";""
"89552";"30156";""
"89553";"30294";""
"89554";"30335";""
"89555";"30379";""
"89556";"30393";""
"89557";"30402";""
"89558";"30504";""
"89559";"30575";""
"89560";"30683";""
"89561";"30839";""
"89562";"30843";""
"89563";"31167";""
"89564";"31239";""
"89565";"31282";""
"89566";"31306";""
"89567";"31403";""
"89568";"31489";""
"89569";"31507";""
"89570";"31519";""
"89571";"31576";""
"89572";"31677";""
"89573";"31755";""
"89574";"31817";""
"89575";"31820";""
"89576";"32065";""
"89577";"32093";""
"89578";"32112";""
"89579";"32249";""
"89580";"32300";""
"89581";"32347";""
"89582";"32384";""
"89583";"32419";""
"89584";"32428";""
"89585";"32495";""
"89586";"32698";""
"89587";"32719";""
"89588";"33042";""
"89589";"33100";""
"89590";"33245";""
"89591";"33680";""
"89592";"33747";""
"89593";"33991";""
"89594";"34010";""
"89595";"34087";""
"89596";"34136";""
"89597";"34304";""
"89598";"34356";""
"89599";"34357";""
"89600";"34419";""
"89601";"34586";""
"89602";"34597";""
"89603";"34687";""
"89604";"34849";""
"89605";"34867";""
"89606";"34884";""
"89607";"34893";""
"89608";"35295";""
"89609";"35319";""
"89610";"35498";""
"89611";"35563";""
"89612";"35606";""
"89613";"35673";""
"89614";"35713";""
"89615";"35834";""
"89616";"35912";""
"89617";"35997";""
"89618";"36009";""
"89619";"36159";""
"89620";"36363";""
"89621";"36614";""
"89622";"36644";""
"89623";"36696";""
"89624";"37178";""
"89625";"37186";""
"89626";"37240";""
"89627";"37325";""
"89628";"37478";""
"89629";"37521";""
"89630";"37761";""
"89631";"37940";""
"89632";"38005";""
"89633";"38350";""
"89634";"38422";""
"89635";"38435";""
"89636";"38898";""
"89637";"38991";""
"89638";"39182";""
"89639";"39328";""
"89640";"39375";""
"89641";"39422";""
"89642";"39484";""
"89643";"39513";""
"89644";"39655";""
"89645";"39701";""
"89646";"39705";""
"89647";"39724";""
"89648";"39732";""
"89649";"39811";""
"89650";"40026";""
"89651";"40098";""
"89652";"40130";""
"89653";"40246";""
"89654";"40311";""
"89655";"40426";""
"89656";"40475";""
"89657";"40528";""
"89658";"40548";""
"89659";"40559";""
"89660";"40573";""
"89661";"40708";""
"89662";"40716";""
"89663";"40895";""
"89664";"40915";""
"89665";"41278";""
"89666";"41347";""
"89667";"41659";""
"89668";"41723";""
"89669";"41749";""
"89670";"41927";""
"89671";"42072";""
"89672";"42084";""
"89673";"42166";""
"89674";"42269";""
"89675";"42359";""
"89676";"42384";""
"89677";"42684";""
"89678";"42719";""
"89679";"42941";""
"89680";"43048";""
"89681";"43131";""
"89682";"43251";""
"89683";"43273";""
"89684";"43336";""
"89685";"43378";""
"89686";"43421";""
"89687";"43571";""
"89688";"43628";""
"89689";"43700";""
"89690";"43743";""
"89691";"43872";""
"89692";"43904";""
"89693";"44273";""
"89694";"44399";""
"89695";"44824";""
"89696";"45253";""
"89697";"45255";""
"89698";"45346";""
"89699";"45351";""
"89700";"45436";""
"89701";"45596";""
"89702";"45604";""
"89703";"45768";""
"89704";"45801";""
"89705";"46052";""
"89706";"46187";""
"89707";"46204";""
"89708";"46273";""
"89709";"46348";""
"89710";"46384";""
"89711";"46586";""
"89712";"46910";""
"89713";"47035";""
"89714";"47084";""
"89715";"47089";""
"89716";"47156";""
"89717";"47453";""
"89718";"48054";""
"89719";"48178";""
"89720";"48303";""
"89721";"48381";""
"89722";"48396";""
"89723";"48485";""
"89724";"48513";""
"89725";"48588";""
"89726";"48681";""
"89727";"48852";""
"89728";"49146";""
"89729";"49164";""
"89730";"49194";""
"89731";"49273";""
"89732";"49495";""
"89733";"49567";""
"89734";"50256";""
"89735";"50281";""
"89736";"50342";""
"89737";"50405";""
"89738";"50807";""
"89739";"50815";"x"
"89740";"50818";""
"89741";"50845";""
"89742";"50867";""
"89743";"51112";""
"89744";"51359";""
"89745";"51369";""
"89746";"51673";""
"89747";"51686";""
"89748";"51754";""
"89749";"51768";""
"89750";"51850";""
"89751";"51951";""
"89752";"51997";""
"89753";"52026";""
"89754";"52078";""
"89755";"52085";""
"89756";"52088";""
"89757";"52328";""
"89758";"52335";""
"89759";"52336";""
"89760";"52599";""
"89761";"52693";""
"89762";"53101";""
"89763";"53103";""
"89764";"53156";""
"89765";"53183";""
"89766";"53184";""
"89767";"53295";""
"89768";"53399";""
"89769";"53699";""
"89770";"53709";""
"89771";"53806";""
"89772";"53898";""
"89773";"53938";""
"89774";"53961";""
"89775";"54098";""
"89776";"54201";""
"89777";"54408";""
"89778";"54428";""
"89779";"54652";""
"89780";"55135";""
"89781";"55315";""
"89782";"55684";""
"89783";"55767";""
"89784";"55940";""
"89785";"56875";""
"89786";"56993";""
"89787";"57023";""
"89788";"57150";""
"89789";"57210";""
"89790";"57267";""
"89791";"57277";""
"89792";"57740";""
"89793";"57749";""
"89794";"57824";""
"89795";"57874";""
"89796";"57947";""
"89797";"58139";""
"89798";"58327";""
"89799";"58332";""
"89800";"58679";""
"89801";"58753";""
"89802";"58829";""
"89803";"58936";""
"89804";"59049";""
"89805";"59097";""
"89806";"59192";""
"89807";"59283";""
"89808";"59291";""
"89809";"59340";""
"89810";"59353";""
"89811";"59471";""
"89812";"59530";""
"89813";"59535";""
"89814";"59688";""
"89815";"59734";""
"89816";"59938";""
"89817";"60077";""
"89818";"60085";""
"89819";"60140";""
"89820";"60182";""
"89821";"60237";""
"89822";"60605";""
"89823";"60729";""
"89824";"60835";""
"89825";"60869";""
"89826";"60927";""
"89827";"60956";""
"89828";"61013";""
"89829";"61101";""
"89830";"61172";""
"89831";"61250";""
"89832";"61261";""
"89833";"61322";""
"89834";"61420";""
"89835";"61518";""
"89836";"61534";""
"89837";"61606";""
"89838";"61628";""
"89839";"61664";""
"89840";"61846";""
"89841";"61864";""
"89842";"61980";""
"89843";"62053";""
"89844";"62065";""
"89845";"62153";""
"89846";"62223";""
"89847";"62735";""
"89848";"62740";""
"89849";"63039";""
"89850";"63061";""
"89851";"63083";""
"89852";"63112";""
"89853";"63159";""
"89854";"63345";""
"89855";"63347";""
"89856";"63357";""
"89857";"63380";""
"89858";"63422";""
"89859";"63544";""
"89860";"63604";""
"89861";"63777";""
"89862";"63909";""
"89863";"64152";""
"89864";"64164";""
"89865";"64238";""
"89866";"64296";""
"89867";"64554";""
"89868";"64713";""
"89869";"64747";""
"89870";"64861";""
"89871";"64924";""
"89872";"65298";""
"89873";"65354";""
"89874";"65400";""
"89875";"65441";""
"89876";"65604";""
"89877";"65705";""
"89878";"65772";""
"89879";"65937";""
"89880";"65950";""
"89881";"66226";""
"89882";"66317";""
"89883";"66572";""
"89884";"67357";""
"89885";"67447";""
"89886";"67643";""
"89887";"67770";""
"89888";"67775";""
"89889";"67788";""
"89890";"67834";""
"89891";"67880";""
"89892";"68019";""
"89893";"68040";""
"89894";"68249";""
"89895";"68501";""
"89896";"68916";""
"89897";"69284";""
"89898";"69361";""
"89899";"69379";""
"89900";"69475";""
"89901";"69499";""
"89902";"69697";""
"89903";"70241";""
"89904";"70316";""
"89905";"70377";""
"89906";"70436";""
"89907";"70562";""
"89908";"70613";""
"89909";"70990";""
"89910";"71014";""
"89911";"71094";""
"89912";"71130";""
"89913";"71339";""
"89914";"71603";""
"89915";"71688";""
"89916";"71867";""
"89917";"72001";""
