"357152";"9";""
"357153";"41";""
"357154";"290";""
"357155";"477";""
"357156";"601";""
"357157";"772";""
"357158";"821";""
"357159";"1123";""
"357160";"1175";""
"357161";"1821";""
"357162";"1885";""
"357163";"2103";""
"357164";"2161";""
"357165";"2306";""
"357166";"2397";""
"357167";"2449";""
"357168";"2463";""
"357169";"2477";""
"357170";"2489";""
"357171";"2545";""
"357172";"2567";""
"357173";"2662";""
"357174";"2755";""
"357175";"2790";""
"357176";"3001";""
"357177";"3065";""
"357178";"3068";""
"357179";"3166";""
"357180";"3327";""
"357181";"3338";""
"357182";"3664";""
"357183";"3769";""
"357184";"3790";""
"357185";"3893";""
"357186";"3922";""
"357187";"4082";""
"357188";"4352";""
"357189";"4502";""
"357190";"4706";""
"357191";"4754";""
"357192";"4804";""
"357193";"4913";""
"357194";"4924";""
"357195";"5041";""
"357196";"5254";""
"357197";"5304";""
"357198";"5398";""
"357199";"5470";""
"357200";"5521";""
"357201";"5708";""
"357202";"5904";""
"357203";"6164";""
"357204";"6249";""
"357205";"6493";""
"357206";"6522";""
"357207";"7163";""
"357208";"7409";""
"357209";"7419";""
"357210";"7756";""
"357211";"7923";""
"357212";"8023";""
"357213";"8133";""
"357214";"8214";""
"357215";"8246";""
"357216";"8352";""
"357217";"8376";""
"357218";"8420";""
"357219";"8434";""
"357220";"8785";""
"357221";"8936";""
"357222";"8990";""
"357223";"8995";""
"357224";"9036";""
"357225";"9259";""
"357226";"9414";""
"357227";"9528";""
"357228";"9535";""
"357229";"9550";""
"357230";"9648";""
"357231";"9786";""
"357232";"10276";""
"357233";"10358";""
"357234";"10366";""
"357235";"10379";""
"357236";"10491";""
"357237";"10505";""
"357238";"10521";""
"357239";"10563";""
"357240";"10692";""
"357241";"10727";""
"357242";"10743";""
"357243";"10839";""
"357244";"10951";""
"357245";"11009";""
"357246";"11740";""
"357247";"12049";""
"357248";"12097";""
"357249";"12292";""
"357250";"12334";""
"357251";"12390";""
"357252";"12579";""
"357253";"12631";""
"357254";"12818";""
"357255";"12841";""
"357256";"13066";""
"357257";"13481";""
"357258";"13579";""
"357259";"13598";""
"357260";"13722";""
"357261";"13738";""
"357262";"13843";""
"357263";"13885";""
"357264";"14493";""
"357265";"14558";""
"357266";"14579";""
"357267";"14636";""
"357268";"14688";""
"357269";"14912";""
"357270";"15156";""
"357271";"15243";""
"357272";"15304";""
"357273";"15409";""
"357274";"15503";""
"357275";"15679";""
"357276";"15881";""
"357277";"16202";""
"357278";"16238";""
"357279";"16341";""
"357280";"16929";""
"357281";"17138";""
"357282";"17264";""
"357283";"17274";""
"357284";"17326";""
"357285";"17386";""
"357286";"17387";""
"357287";"17463";""
"357288";"17482";""
"357289";"17491";""
"357290";"17555";""
"357291";"17613";""
"357292";"17617";""
"357293";"17702";""
"357294";"17717";""
"357295";"17894";""
"357296";"17916";""
"357297";"18507";""
"357298";"18527";""
"357299";"18680";""
"357300";"18882";""
"357301";"18889";""
"357302";"18924";""
"357303";"18928";""
"357304";"18937";""
"357305";"19159";""
"357306";"19282";""
"357307";"19360";""
"357308";"19456";""
"357309";"19516";""
"357310";"19907";""
"357311";"20034";""
"357312";"20179";""
"357313";"20292";""
"357314";"20297";""
"357315";"20491";""
"357316";"20566";""
"357317";"21191";""
"357318";"21503";""
"357319";"21537";""
"357320";"21591";""
"357321";"21900";""
"357322";"22099";""
"357323";"22357";""
"357324";"22378";""
"357325";"22428";""
"357326";"22540";""
"357327";"22549";""
"357328";"22671";""
"357329";"22823";""
