"4521";"13853";""
"4522";"19523";""
"4523";"23313";""
"4524";"26481";""
"4525";"35754";""
"4526";"37002";""
"4527";"37228";""
"4528";"37565";""
"4529";"44502";""
"4530";"63134";""
"4531";"67352";""
"4532";"74122";""
"4533";"77245";""
"4534";"82219";""
"4535";"84956";""
"4536";"101110";""
"4537";"105857";""
"4538";"112125";""
"4539";"120231";""
"4540";"127098";""
"4541";"134696";""
"4542";"135318";""
"4543";"136392";""
"4544";"141219";""
"4545";"141713";""
"4546";"154512";""
"4547";"156761";""
"4548";"158496";""
"4549";"167178";""
"4550";"176326";""
"4551";"178436";""
"4552";"179189";""
"4553";"179344";""
"4554";"183204";""
"4555";"186892";""
"4556";"188749";""
"4557";"195067";""
"4558";"200216";""
"4559";"202621";""
"4560";"224170";""
"4561";"234758";""
"4562";"238696";""
"4563";"248000";""
"4564";"253501";""
"4565";"263327";""
"4566";"270533";""
"4567";"289001";""
"4568";"299721";""
"4569";"316274";""
"4570";"338433";""
"4571";"339923";""
"4572";"348038";""
"4573";"348091";""
"4574";"350426";""
"4575";"352307";""
"4576";"357331";""
"4577";"360781";""
"4578";"365159";""
"4579";"367042";""
"4580";"369887";""
"4581";"370670";""
"4582";"370817";""
"4583";"372620";""
"4584";"378301";""
"4585";"382042";""
"4586";"383181";""
"4587";"391395";""
"4588";"398310";""
"4589";"403604";""
"4590";"418454";""
"4591";"419045";""
"4592";"419701";""
"4593";"421840";""
"4594";"422693";""
"4595";"432939";""
"4596";"433846";""
"4597";"442936";""
"4598";"444867";""
"4599";"445147";""
"4600";"454121";""
"4601";"457852";""
"4602";"458761";""
"4603";"460693";""
"4604";"465724";""
"4605";"470130";""
"4606";"481213";""
"4607";"490590";""
"4608";"523062";""
"4609";"525591";""
"4610";"527750";""
"4611";"534051";""
"4612";"535449";""
"4613";"538238";""
"4614";"545244";""
"4615";"552138";""
"4616";"573195";""
"4617";"573555";""
"4618";"596476";""
"4619";"599338";""
"4620";"611659";""
"4621";"612011";""
"4622";"614803";""
"4623";"614860";""
"4624";"615594";""
"4625";"618834";""
"4626";"641912";""
"4627";"647028";""
"4628";"648987";""
"4629";"651297";""
"4630";"654082";""
"4631";"656165";""
"4632";"657940";""
"4633";"664250";""
"4634";"666535";""
"4635";"678669";""
"4636";"685320";""
"4637";"688040";""
"4638";"689871";""
"4639";"695633";""
"4640";"708968";""
"4641";"719816";""
"4642";"721976";""
"4643";"728963";""
"4644";"731358";""
"4645";"733970";""
"4646";"754224";""
"4647";"760082";""
"4648";"769645";""
"4649";"770815";""
"4650";"772450";""
"4651";"775240";""
"4652";"776223";""
"4653";"776508";""
"4654";"781809";""
"4655";"789715";""
"4656";"801002";""
"4657";"802161";""
"4658";"807092";""
"4659";"807473";""
"4660";"810280";""
"4661";"822599";""
"4662";"830677";""
"4663";"830791";""
"4664";"843732";""
"4665";"848976";""
"4666";"849558";""
"4667";"859187";""
"4668";"862892";""
"4669";"863111";""
"4670";"882938";""
"4671";"887556";""
"4672";"893905";""
"4673";"896927";""
"4674";"898726";""
"4675";"916440";""
"4676";"923643";""
"4677";"932832";""
"4678";"937554";""
"4679";"939134";""
"4680";"951747";""
"4681";"954051";""
"4682";"966404";""
"4683";"966753";""
"4684";"977668";""
"4685";"980119";""
"4686";"997308";""
"4687";"1000993";""
"4688";"1004071";""
"4689";"1012247";""
"4690";"1013226";""
"4691";"1016536";""
"4692";"1019518";""
"4693";"1021123";""
"4694";"1022139";""
"4695";"1027208";""
"4696";"1028776";""
"4697";"1041628";""
"4698";"1074797";""
"4699";"1083879";""
"4700";"1088818";""
"4701";"1110465";""
"4702";"1119447";""
"4703";"1125135";""
"4704";"1134906";""
"4705";"1136083";""
"4706";"1137806";""
"4707";"1140988";""
"4708";"1149932";""
"4709";"1155044";""
"4710";"1159692";""
"4711";"1183396";""
"4712";"1191465";""
"4713";"1197958";""
"4714";"1199336";""
"4715";"1202459";""
"4716";"1205653";""
"4717";"1206100";""
"4718";"1220084";""
"4719";"1225244";""
"4720";"1229065";""
"4721";"1241771";""
"4722";"1252651";""
"4723";"1255039";""
"4724";"1256065";""
"4725";"1258219";""
"4726";"1271282";""
"4727";"1273565";""
"4728";"1278151";""
"4729";"1279057";""
"4730";"1279482";""
"4731";"1279900";""
"4732";"1283611";""
"4733";"1285723";""
