"17230";"212";""
"17231";"365";""
"17232";"842";""
"17233";"1126";""
"17234";"1626";""
"17235";"1664";""
"17236";"2123";""
"17237";"2479";""
"17238";"3617";""
"17239";"3951";""
"17240";"4250";""
"17241";"5792";""
"17242";"6179";""
"17243";"7037";""
"17244";"7069";""
"17245";"7126";""
"17246";"8201";""
"17247";"8233";""
"17248";"8441";""
"17249";"9731";""
"17250";"9783";""
"17251";"9878";""
"17252";"11139";""
"17253";"11281";""
"17254";"11427";""
"17255";"11936";""
"17256";"12610";""
"17257";"14267";""
"17258";"14350";""
"17259";"14961";""
"17260";"15755";""
"17261";"16326";""
"17262";"17067";""
"17263";"17169";""
"17264";"17281";""
"17265";"17660";""
"17266";"17951";""
"17267";"18456";""
"17268";"18968";""
"17269";"18994";""
"17270";"18998";""
"17271";"19065";""
"17272";"19473";""
"17273";"19685";""
"17274";"19807";""
"17275";"19907";""
"17276";"20532";""
"17277";"20614";""
"17278";"21514";""
"17279";"21583";""
"17280";"22807";""
"17281";"22872";""
"17282";"23458";""
"17283";"24050";""
"17284";"24514";""
"17285";"25303";""
"17286";"25615";""
"17287";"26172";""
"17288";"27056";""
"17289";"27084";""
"17290";"28240";""
"17291";"28473";""
"17292";"28630";""
"17293";"28649";""
"17294";"30507";""
"17295";"30603";""
"17296";"31192";""
"17297";"31950";""
"17298";"32347";""
"17299";"32761";""
"17300";"34795";""
"17301";"34860";""
"17302";"34932";""
"17303";"35153";""
"17304";"35287";""
"17305";"35800";""
"17306";"36708";""
"17307";"36725";""
"17308";"37459";""
"17309";"38870";""
"17310";"40176";""
"17311";"40899";""
"17312";"41034";""
"17313";"41098";""
"17314";"41646";""
"17315";"41827";""
"17316";"43765";""
"17317";"44776";""
"17318";"45310";""
"17319";"45527";""
"17320";"45642";""
"17321";"46326";""
"17322";"47103";""
"17323";"47550";""
"17324";"47634";""
"17325";"48311";""
"17326";"48399";""
"17327";"48644";""
"17328";"49450";""
"17329";"49972";""
"17330";"50899";""
"17331";"51155";""
"17332";"51434";""
"17333";"51520";""
"17334";"51551";""
"17335";"53054";""
"17336";"53065";""
"17337";"53477";""
"17338";"53611";""
"17339";"53940";""
"17340";"54144";""
"17341";"54158";""
"17342";"54745";""
"17343";"55229";""
"17344";"56512";""
"17345";"56798";""
"17346";"57055";""
"17347";"57164";""
"17348";"59469";""
"17349";"60448";""
"17350";"61078";""
"17351";"61083";""
"17352";"61213";""
"17353";"62152";""
"17354";"62415";""
"17355";"62716";""
"17356";"63283";""
"17357";"65346";""
"17358";"65434";""
"17359";"66279";""
"17360";"66776";""
"17361";"67291";""
"17362";"68089";""
"17363";"68332";""
"17364";"68882";""
"17365";"68917";""
"17366";"69268";""
"17367";"70729";""
"17368";"71715";""
"17369";"72903";""
"17370";"73113";""
"17371";"75099";""
"17372";"75398";""
"17373";"77162";""
"17374";"77199";""
"17375";"77342";""
"17376";"78587";""
"17377";"79344";""
"17378";"80289";""
"17379";"81552";""
"17380";"81570";""
"17381";"81798";""
"17382";"81856";""
"17383";"82041";""
"17384";"82083";""
"17385";"82729";""
"17386";"83238";""
"17387";"83836";""
"17388";"84667";""
"17389";"84772";""
"17390";"85116";""
"17391";"85675";""
"17392";"86385";""
"17393";"86734";""
"17394";"86771";""
"17395";"87358";""
"17396";"87762";""
"17397";"88552";""
"17398";"88859";""
"17399";"89360";""
"17400";"89565";""
"17401";"91292";""
"17402";"92548";""
"17403";"93349";""
"17404";"93653";""
"17405";"94644";""
"17406";"95128";""
